"Finding ID","Summary","Description","Estimate (hours)","Estimate (days)","Severity","Workstream","Sprint","Status","Status Notes (2026-06-19 branch audit)"
"F-D11","[F-D11] tool_tiers.py role names don't match Cerbos role definitions","tool_tiers.py uses role labels that differ slightly from the role hierarchy in mcp/auth/policies/derived_roles.yaml. Pick canonical names; update consistently. See workstream W-23.","1","0.12","Medium","W-23","Sprint 29"
"F-D12","[F-D12] Sprint version markers in code comments don't reflect current Sprint","Many files have 'Sprint 4-5' or 'Sprint 8' markers in docstrings. After the cleanup work, update to reflect current state or remove. See workstream W-23.","1","0.12","Low","W-23","Sprint 29"
"F-D13","[F-D13] TODO comments referencing closed JIRA tickets","Several TODO comments in code reference JIRA tickets that have been closed but the TODO was never removed. Audit and remove. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D14","[F-D14] Tool count discrepancy in docs/DOCUMENTATION.md vs README","Same as F-D06 from a different angle. Resolve in single pass. See workstream W-23.","0.1","0.01","Low","W-23","Sprint 29"
"F-D15","[F-D15] API path examples in docs use http:// instead of https://","MCP_QUICKSTART.md sample URLs use http://. Update to https://. See workstream W-23.","0.1","0.01","Low","W-23","Sprint 29"
"F-D16","[F-D16] Module list in docs/DOCUMENTATION.md (ADC, CAN, ...) outdated","iLLD module list claims '~12 modules (ADC, SPI, CAN, CXPI, etc.)' — actual count from ontology may differ. Reconcile. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D17","[F-D17] Sprint version numbers in docstrings inconsistent","Some files declare 'Sprint 8 (current)' which is stale. Bulk-update or remove. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D18","[F-D18] Architecture diagrams in OVERVIEW.md show 13 categories; reality is 14","Box-and-arrow diagrams enumerate 13 tool categories; current categorization has 14 (with GAP added). Update diagram. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D19","[F-D19] AI_USAGE_POLICY.md references DA codes that don't match RLM mapping","Policy doc uses 'CIA (F2)' and 'CIA (F3)' for sub-features; RLM doesn't model these. Either model them or remove from policy. See workstream W-15.","1","0.12","Medium","W-15","Sprint 27"
"F-D20","[F-D20] Sample env vars in docs differ from .env.template defaults","MCP_QUICKSTART.md and docs/DEPLOYMENT.md show env vars (GPT4IFX_BASE_URL, etc.) with values that differ from .env.template. Reconcile. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D21","[F-D21] Workspace name 'illd' vs 'iLLD' inconsistent across docs","Some docs use 'illd' (lowercase, the actual workspace ID) and others use 'iLLD' (the marketing form). Lowercase 'illd' is canonical for workspace IDs; reserve 'iLLD' for prose mentions of the product. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D22","[F-D22] Confusion between MCAL workspace 'mcal' and module names like 'Adc'","Some docs conflate workspace and module. Add a glossary section in docs/DOCUMENTATION.md clarifying the two-level scope. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-D23","[F-D23] MISRA C version references mix 2012 and 2023","User confirmed iLLD has adopted MISRA C:2023; some docs still reference 2012. Audit and update where appropriate. See workstream W-23.","0.5","0.06","Low","W-23","Sprint 29"
"F-A01","[F-A01] Filesystem casing collision: src/IngestionPipeline/Parsers/ vs parsers/","Both 'Parsers/' and 'parsers/' exist in IngestionPipeline. On case-insensitive filesystems (macOS default, Windows) they collapse; on Linux container deployment they remain separate, breaking imports. Choose one casing (lowercase 'parsers/' is Python convention) and migrate. CI gate gates:filesystem-case prevents regression. See workstream W-22 + W-23.","8","1.0","Critical","W-22","Sprint 27"
"F-A02","[F-A02] swa_parsers.py duplicated byte-equivalent across IngestionPipeline/Parsers/ and HybridRAG/code/KG/","Two byte-equivalent copies of swa_parsers.py exist. Pick one location (IngestionPipeline/Parsers/ is the right home), delete the other, update imports. See workstream W-17.","2","0.25","Critical","W-17","Sprint 28"
"F-A03","[F-A03] ContextBuilder duality: HybridRAG (Sprint 8) vs MemoryLayer (Sprint 2)","ContextBuilder exists in two places. The Sprint 8 HybridRAG version is canonical; the MemoryLayer version is legacy. Move canonical to MemoryLayer (architecturally correct), rename legacy to LegacyContextBuilder, re-export from HybridRAG. See workstream W-18.","16","2.0","Critical","W-18","Sprint 28"
"F-A04","[F-A04] mcp_server.py is ~1800 lines; should be split into aice_mcp/tools/ subpackage","Single 1800-line file is hard to navigate. Split into aice_mcp/tools/{search,kg_query,traceability,...}.py per category. Main file imports + registers. Deferred to Sprint 30 architectural sprint. See workstream W-26.","16","2.0","High","W-26","Sprint 30"
"F-A05","[F-A05] ILLD KG builders live in HybridRAG/code/KG; architecturally belong in IngestionPipeline","Per Pass 2 §5 target, KG builders should be in IngestionPipeline/KG/, not HybridRAG/code/KG/. HybridRAG should only consume the KG, not build it. Sprint 30 architectural sprint. See workstream W-26.","16","2.0","High","W-26","Sprint 30"
"F-A06","[F-A06] FeedbackSink and ReviewGate concerns intermixed in confidence.py","Single file holds both confidence scoring (read-only) and feedback persistence (write-side). Split into review_gate/confidence.py (scoring) and review_gate/feedback_sink.py (persistence). See workstream W-26.","8","1.0","High","W-26","Sprint 30"
"F-A07","[F-A07] Legacy query_knowledge_graph.py (1595 LoC) coexists with newer KG query path","Old 'Legacy' file remains in tree alongside newer query path. Delete or feature-flag. Decision: delete in Sprint 30. See workstream W-26.","8","1.0","High","W-26","Sprint 30"
"F-A08","[F-A08] RLM orchestrator imports from HybridRAG; should be in MemoryLayer","Per Pass 2 §5, RLM is a Memory & Context concern. Currently lives in HybridRAG/code/querier/. Move to MemoryLayer/memory/rlm/. See workstream W-26.","8","1.0","High","W-26","Sprint 30"
"F-A09","[F-A09] No layer-dependency contracts enforced via import-linter","Pass 2 §5 target architecture has clean layer rules but they're not mechanically enforced. Add .import-linter.toml (already specified in Pass 4b §8). See workstream W-18.","4","0.5","High","W-18","Sprint 28"
"F-A10","[F-A10] mcp/ shadows the FastMCP SDK package name","AICE's 'mcp/' directory has the same name as the FastMCP Python SDK. Rename to 'aice_mcp/' to disambiguate. Single repo-wide sweep. See workstream W-26.","16","2.0","High","W-26","Sprint 30"
"F-A11","[F-A11] Cross-cutting concerns scattered: config loading in 4+ places","env_config, storage_config, ontology config — loaders scattered. Consolidate in src/Configuration/. See workstream W-26.","8","1.0","Medium","W-26","Sprint 30"
"F-A12","[F-A12] Observability primitives mixed into business logic","Prometheus metric definitions live alongside business code. Move to src/Observability/metrics.py with explicit registration. See workstream W-26.","4","0.5","Medium","W-26","Sprint 30"
"F-A13","[F-A13] auth_middleware.py mixes ASGI middleware + key registry + Cerbos client","Three distinct responsibilities in one module. Split into asgi/, registry/, cerbos/ submodules. See workstream W-26.","8","1.0","Medium","W-26","Sprint 30"
"F-A14","[F-A14] Connector classes vary in patterns (some take config dict, some kwargs)","Inconsistent constructor signatures across Jama/Polarion/Jenkins/Bitbucket. Standardize. See workstream W-21.","2","0.25","Medium","W-21","Sprint 29"
"F-A15","[F-A15] ServiceState pattern not used consistently for non-MCP services","ServiceState (W-07) covers MCP-tool services but ingestion service helpers don't use it. Extend. See workstream W-26.","4","0.5","Low","W-26","Sprint 30"
"F-A16","[F-A16] Test directory structure doesn't mirror source tree","tests/ flat layout doesn't reflect the layered architecture. Restructure tests/ to mirror src/ for navigation. See workstream W-26.","4","0.5","Low","W-26","Sprint 30"
"F-CA-A01","[F-CA-A01] API key registry cached forever; no reload path","_api_key_registry is loaded once at module import; reload_api_keys() is dead code; no apscheduler wiring. Under Gunicorn, key rotation has unpredictable propagation. Add apscheduler-driven reload every 60s + mtime check. See workstream W-08.","8","1.0","Critical","W-08","Sprint 26"
"F-CA-A02","[F-CA-A02] _none placeholder role pattern is fragile","auth_middleware.resolve_principal returns a placeholder role '_none' instead of None when a workspace is missing roles. One accidental edit to derived_roles.yaml making _none a parent of any real role flips everything to allow-all. Replace with proper Optional[Principal] return. See workstream W-08.","4","0.5","Critical","W-08","Sprint 26"
"F-CA-A03","[F-CA-A03] Cerbos DENIES not written to PostgreSQL audit_logs","check_authorization logs DENIES to stderr only. Compliance-relevant access denials are lost on log rotation. Write DENIES to audit_logs with authorization='denied'. See workstream W-08.","8","1.0","High","W-08","Sprint 26"
"F-CA-A04","[F-CA-A04] Cerbos PDP unreachable falls back to local-tier silently; no timeout","When Cerbos network call hangs or fails, behavior depends on httpx defaults — could hang forever. Add 1s timeout, reconnect-on-failure, Prometheus gauge aice_cerbos_up. See workstream W-07.","16","2.0","High","W-07","Sprint 26"
"F-CA-A05","[F-CA-A05] API key partial-prefix labeled 'hash' in audit log","auth_middleware uses api_key[:8]+'…' in audit rows, labeled as a hash. For short keys ('key-cia-001' = 11 chars), 8 chars = full structure. Replace with hashlib.sha256(api_key)[:16]. Add PostgreSQL migration to rename column. See workstream W-08.","4","0.5","Critical","W-08","Sprint 26"
"F-CA-A06","[F-CA-A06] API keys loaded synchronously at module import (blocks ASGI startup)","load_api_keys() does file I/O at import time. Under uvicorn, this delays startup. Move to lifespan handler. See workstream W-08.","2","0.25","Medium","W-08","Sprint 26"
"F-CA-A07","[F-CA-A07] Missing api_keys.yaml results in WARNING + empty registry, not refusal-to-start","If MCP_REQUIRE_AUTH=1 and api_keys.yaml missing/empty, system silently allows unauthenticated traffic. Add assert_auth_ready() at startup. See workstream W-08.","4","0.5","High","W-08","Sprint 26"
"F-CA-A08","[F-CA-A08] _authorize doesn't propagate workspace context to Cerbos as resource attribute","Cerbos policies that depend on workspace.attr.tier never see it. Pass workspace context. See workstream W-08.","2","0.25","Medium","W-08","Sprint 26"
"F-CA-A09","[F-CA-A09] API key entries in api_keys.yaml have no expiration","Keys never expire. Add 'expires_at' field; refuse expired keys. See workstream W-08.","2","0.25","Medium","W-08","Sprint 26"
"F-CA-S01","[F-CA-S01] hybrid_search() (sync) and hybrid_search_async() coexist","Two parallel implementations of the same function. Pattern #3. Pick one (async is preferable for ASGI); deprecate the other. See workstream W-25.","4","0.5","Critical","W-25","Sprint 29"
"F-CA-S02","[F-CA-S02] _merge_results_rrf rename did not propagate from Master Gaps REV3-H01","Master Gaps says renamed to _merge_results_weighted. Source still has old name. CI gate TestREV3H01_RRFRename catches this. Rename. See workstream W-25.","0.5","0.06","High","W-25","Sprint 29"
"F-CA-S03","[F-CA-S03] Token estimation uses // 3 in one path and // 4 in another","Two distinct token-estimation impls in the search service. Consolidate to a single estimate_tokens helper. See workstream W-25.","1","0.12","High","W-25","Sprint 29"
"F-CA-S04","[F-CA-S04] Vector search availability not surfaced; sentence-transformers ImportError silently degrades","If sentence-transformers not installed, _embed_query falls through to keyword-only search with no warning. Add aice_vector_search_available gauge. See workstream W-07.","2","0.25","High","W-07","Sprint 26"
"F-CA-S05","[F-CA-S05] Search service has no negative caching of query failures","Repeated failed searches retry the same backend each time. Add brief negative cache. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CA-S06","[F-CA-S06] Search response shape varies between sync and async paths","Subtle field differences confuse downstream consumers. Reconcile in W-CA-S01 fix. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CA-S07","[F-CA-S07] alpha=0.5 hardcoded as fallback; should be config-driven","Default RRF blend factor is hardcoded. Move to storage_config.yaml. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CA-I01","[F-CA-I01] ingest_file accepts arbitrary paths from admin caller (path traversal + env exfil)","ingest_file can be called with /proc/self/environ; contents land in the KG; subsequent search exposes GPT4IFX_PASSWORD, IFX_PASSWORD, etc. Combined with F-CF-X01 this is a complete IFX SSO compromise path. Add INGEST_ALLOWED_ROOTS allowlist + extension validation. See workstream W-05.","8","1.0","Critical","W-05","Sprint 26","Done","Closed in feature/sprint26-robustness-hardening (2026-06-19); ingest_file always calls safe_path_under with default roots /data,/repos (INGEST_ALLOWED_ROOTS override); permissive reject_traversal fallback removed; out-of-root supported files now rejected; verified by repro + tests."
"F-CA-I02","[F-CA-I02] _discover_module_files silently caps at 100 files","Module ingestion may silently miss files when the module exceeds 100 files. No warning. Add configurable cap, warn loudly when hit. See workstream W-25.","2","0.25","High","W-25","Sprint 29"
"F-CA-I03","[F-CA-I03] Ingestion job tracker doesn't record cause of partial failures","When 47 of 50 files succeed, job marked 'completed' with no record of which 3 failed and why. Surface per-file failures. See workstream W-25.","4","0.5","Medium","W-25","Sprint 29"
"F-CA-I04","[F-CA-I04] ingest_repository discovers ALL modules across both workspaces if workspace= mismatched","If workspace='illd' but repo_path contains MCAL modules, they get ingested into illd. Validate workspace against discovered modules. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CA-I05","[F-CA-I05] Post-ingest callbacks (cache invalidation, metric emission) silent on failure","If cache invalidation fails after ingestion, KG and cache are inconsistent. Add aice_post_ingest_callback_failures_total counter; surface in dashboard. See workstream W-12.","2","0.25","High","W-12","Sprint 27"
"F-CA-I06","[F-CA-I06] ingest_module_from_repo doesn't validate module exists in repo","Calling with module='Frobnicator' silently produces empty job. Validate. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CA-C01","[F-CA-C01] save_feedback() doesn't pre-insert response_archive row → FK violation → silent loss","When submit_human_feedback fires before evaluate_confidence has persisted the response_archive row, FK violation aborts the feedback insert. Per ASPICE SUP.10, every feedback record must persist. Add pre-insert idempotent upsert of response_archive. See workstream W-25.","1","0.12","High","W-25","Sprint 29"
"F-CA-C02","[F-CA-C02] Confidence signal weights hardcoded; not config-driven","Eight signal weights live in code constants. Move to confidence_config.yaml so SQA can tune. See workstream W-25.","2","0.25","High","W-25","Sprint 29"
"F-CA-C03","[F-CA-C03] evaluate_confidence treats response as single object; ACRA/MIRA emit findings lists","ReviewGate single-response model doesn't fit findings-list responses. Add evaluate_confidence_multi variant. See workstream W-25.","8","1.0","Medium","W-25","Sprint 29"
"F-CA-C04","[F-CA-C04] FeedbackSink wiring uses neo4j_driver= in some places, not in others","Pass 1 F-D05 + W-07 fix. Drop neo4j_driver= entirely (PatternStore is Qdrant-only).","0.5","0.06","Medium","W-07","Sprint 26"
"F-CA-C05","[F-CA-C05] Confidence score persisted as float without precision documentation","PostgreSQL column is REAL; rounding behavior at 0.05 boundaries undocumented. Document or use NUMERIC(5,2). See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CB-01","[F-CB-01] TraceabilityPuller Cypher uses parameterized variable-length path; SyntaxError swallowed","MATCH path=(n)-[*1..$depth]-(neighbor) — Neo4j does not support parameterized variable-length path bounds. Always raises SyntaxError. The try/except Exception swallows it; sandbox_upload returns prod_nodes_loaded:0 with success envelope. iLLD sandbox feature silently dead since Sprint 4-5. Inline depth as literal int. See workstream W-01.","1","0.12","Critical","W-01","Sprint 26"
"F-CB-02","[F-CB-02] Lazy-init pattern returns None on failure; no negative caching, no metric, no surfacing","12+ _get_* helpers in mcp_server.py share the antipattern. Every tool returns generic INTERNAL_ERROR with no clue. Replace with _ServiceState helper that caches failures, exposes via Prometheus gauge. See workstream W-07.","16","2.0","Critical","W-07","Sprint 26"
"F-CB-03","[F-CB-03] Neo4j driver constructed without verify_connectivity()","First call surfaces connection failure on session.run, not at construction. Add verify_connectivity() in factory. See workstream W-07.","1","0.12","Critical","W-07","Sprint 26"
"F-CB-04","[F-CB-04] No correlation_id linking auth decision to tool execution to audit row","Cannot join MCP request to its audit trail. Compliance audit becomes 'did this call succeed?' with no answer. Generate uuid4() at request start; propagate via contextvars. See workstream W-13.","8","1.0","High","W-13","Sprint 27","Done","W-13 2026-06-19: _ensure_correlation_id() seeds _current_request_id in _authorize (covers stdio, not just HTTP middleware); correlation_id flows into _ok + _err envelopes AND audit_logs (NEW correlation_id column + log_audit param). Also fixed silently-dropped caller_api_key kwarg (log_audit had no such param -> audit writes were failing in try/except: pass). tests/unit/test_w13_typed_errors.py."
"F-CB-05","[F-CB-05] _tool_name_ctx may not be set; central Prometheus tool metric silently no-op","Verify _tool_name_ctx.set() happens. If not, the central tool-metric is silently no-op. Wrap every @mcp.tool() with _instrument decorator. See workstream W-11.","4","0.5","High","W-11","Sprint 27","Done","Verified resolved 2026-06-19: _tool_name_ctx.set(tool_name) runs in _authorize (mcp_server.py) and _finish_tool records aice_tool_requests_total/_duration_seconds with the da_name label in _ok/_err. Metric is NOT a no-op. (Pass 5 tier label + aice_da_* productivity catalog still pending under F-P5-M01.)"
"F-CB-06","[F-CB-06] Lifespan handler doesn't call _warmup","Sprint 9 added _warmup but lifespan handler doesn't await it. First cold call pays full init cost. Add to lifespan. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CB-07","[F-CB-07] Tool category counts in mcp_server.py docstring drift from reality","Module docstring claims '13 categories'; current is 14. Update or compute from registry. See workstream W-23.","0.5","0.06","Medium","W-23","Sprint 29"
"F-CB-08","[F-CB-08] _ok/_err envelopes have generic INTERNAL_ERROR; lose typed context","Tool exceptions get wrapped as INTERNAL_ERROR. SREs cannot tell BackendUnavailable from BadInput. Add _err_from_exc(exc, component) helper with typed codes. See workstream W-13.","8","1.0","High","W-13","Sprint 27","Done","W-13/F-CB-08 2026-06-19: _err_from_exc(exc, component) helper (typed codes, re-raises CancelledError, no infra leak) + central safety-net in with_session_routing + retrofitted all 59 generic _err(INTERNAL_ERROR, str(e|exc)) handler sites to function-aware _err_from_exc(...). Regression-guarded by tests/integration/test_sprint27_artifacts.py."
"F-CB-09","[F-CB-09] sandbox_upload writes to /tmp/sandbox_{session_id} without containment","session_id is user-controlled; path traversal possible. shutil.rmtree(ignore_errors=True) on session_end can delete arbitrary directories. Add SANDBOX_TMP_ROOT containment + session_id validation. See workstream W-05.","8","1.0","Critical","W-05","Sprint 26","Done","Closed (2026-06-19); validate_session_id enforced at session_start, sandbox_upload and session_end before any /tmp/sandbox_{session_id} filesystem use."
"F-CB-10","[F-CB-10] _detect_module_from_names returns 'Std' or 'IfxCan' instead of real iLLD module","Heuristic strips after first underscore but doesn't strip 'Ifx' prefix or skip 'Std' tokens. Combined with F-CB-01, double reason iLLD sandbox returns zero prod nodes. Fix regex with anchored re.sub. See workstream W-02.","0.5","0.06","High","W-02","Sprint 26"
"F-CB-11","[F-CB-11] _warmup is sequential despite Master Gaps PERF-02 claiming asyncio.gather","Master Gaps says parallel; source is sequential for-loop. CI gate TestPERF02_ParallelWarmup catches. Use asyncio.gather. See workstream W-25.","0.5","0.06","High","W-25","Sprint 29"
"F-CB-12","[F-CB-12] ASGI middleware doesn't propagate trace headers (X-Request-ID)","If upstream proxy sends X-Request-ID, AICE doesn't honor it. Use as correlation_id when present. See workstream W-13.","1","0.12","Medium","W-13","Sprint 27"
"F-CB-13","[F-CB-13] MCP error messages contain stack traces in production","_err_from_exc returns str(exc) which can include filesystem paths. Sanitize. See workstream W-13.","1","0.12","Medium","W-13","Sprint 27"
"F-CB-14","[F-CB-14] Async tool handlers may not respect cancellation","asyncio.CancelledError caught and wrapped as INTERNAL_ERROR. Re-raise. See workstream W-13.","1","0.12","Medium","W-13","Sprint 27"
"F-CB-15","[F-CB-15] session_start TTL upper bound not enforced","Caller can request ttl_seconds=10000000 and overflow Redis. Cap at 86400 (1 day). See workstream W-25.","0.5","0.06","Medium","W-25","Sprint 29"
"F-CB-16","[F-CB-16] Debug-level logs include API key fragments","Even with F-CA-A05 fix, debug logs sometimes echo Authorization headers. Audit. See workstream W-25.","1","0.12","Medium","W-25","Sprint 29"
"F-CB-17","[F-CB-17] PatternStore neo4j_driver= wiring buried in nested except; learning loop disabled silently since Sprint 9","FeedbackSink → PatternStore wiring fails silently because PatternStore() raises on invalid neo4j_driver=. Per F-D05, drop the kwarg entirely. Result: ApprovedPattern nodes have not been written for many sprints. See workstream W-07.","1","0.12","High","W-07","Sprint 26"
"F-CB-18","[F-CB-18] _ok/_err envelopes lose context after _instrument decorator timing wrap","Combined with W-11 timing wrapper, the response is finalized before metric emission. Re-order. See workstream W-11.","0.5","0.06","Medium","W-11","Sprint 27"
"F-CB-19","[F-CB-19] @mcp.tool() decorated functions don't have signature validation","Function signatures may drift from declared MCP tool schema. Add runtime validation. See workstream W-25.","2","0.25","Low","W-25","Sprint 29"
"F-CB-20","[F-CB-20] _get_qdrant doesn't pin client API version","Qdrant client major version bumps could break silently. Pin in requirements + assert version. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CB-21","[F-CB-21] session_start creates session in Redis without TTL when caller omits ttl_seconds","Default of 3600 is in MCP tool definition but Redis ttl path may be missed. Verify. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CB-22","[F-CB-22] RLM tools (rlm_orchestrate, rlm_plan_preview) timeouts not configurable","Long RLM runs can exceed FastMCP default timeout. Add per-tool timeout config. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CB-23","[F-CB-23] Visualization tool (Cat 12) emits matplotlib SVG without size cap","Large graph visualizations can exceed response size limit. Cap node count. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CB-24","[F-CB-24] Health-check tool doesn't include cluster info (Neo4j readers/writers)","Single 'up/down' obscures cluster health. Add cluster status if applicable. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CC-R01","[F-CC-R01] _default_llm has no retry despite Master Gaps REV3-H03 claim","Single try/except, single LLM attempt, no retry. ~7% RLM failure rate from network blips alone. Master Gaps says 3-attempt exponential backoff was added in REV3-H03; source disagrees. CI gate TestREV3H03_GPT4IFXRetry catches. See workstream W-09.","1","0.12","Critical","W-09","Sprint 26","Open","OPEN (2026-06-19); W-09 added a retry decorator but it only catches builtin TimeoutError/ConnectionError - real OpenAI SDK errors (APIConnectionError, APITimeoutError, 5xx APIStatusError) and 401 token-refresh are NOT retried (reproduced: single APIConnectionError returns sentinel after 1 attempt). Full fix scheduled in W-16 (Sprint 28). Separately, the aice_rlm_planner_fallbacks_total metric is still not emitted."
"F-CC-R02","[F-CC-R02] _synthesize fallback returns planner-shaped JSON to DA as if synthesized","When synthesis LLM fails, _default_llm returns a planner JSON; DA receives it as code-gen context. CIA gets {'reasoning':'LLM unavailable',...} as code-gen context. Fix: distinguish purpose at _default_llm level; raise typed LLMUnavailableError on synthesis failure. See workstream W-09.","2","0.25","High","W-09","Sprint 26","Done","Closed (2026-06-19); RLMContext.degraded added and surfaced via to_dict/rlm_orchestrate; _synthesize returns (final, tokens, degraded) and no longer passes the LLM-unavailable sentinel off as content. Implemented via sentinel detection rather than a typed LLMUnavailableError to preserve the pluggable _llm_fn 3-arg contract used by DAs/tests."
"F-CC-R03","[F-CC-R03] Greedy {[\s\S]*} JSON regex; query[:200] truncates complex queries","Planner output parsing uses overly greedy regex; complex queries get silently truncated. Replace with brace-counting parser; pass full query. See workstream W-09.","2","0.25","High","W-09","Sprint 26","Done","Closed (2026-06-19); brace-counting _extract_json_object respects string literals, skips malformed/non-dict fragments and resumes at the next brace; planner fallback rebuilds from the full original query (no query[:200] truncation)."
"F-CC-R04","[F-CC-R04] _synthesize truncates each sub-query at 2000 chars; defeats RLM purpose","Synthesis input has hardcoded per-step 2000-char cap, session_context 500-char cap. For code-gen contexts that easily exceed 5000 chars, ~60% of retrieved context is dropped. Replace with model-aware budget. See workstream W-09.","8","1.0","High","W-09","Sprint 26","Done","Closed (2026-06-19); model-aware synthesis budget (_MODEL_CONTEXT_TOKENS / _SYNTH_RESPONSE_TOKENS) replaces the hardcoded per-step char cap."
"F-CC-R05","[F-CC-R05] RLM planning prompts hardcoded; per-task customization buried","_PLAN_CONTEXT dict mixes 21 task types in one file. Move to planning_prompts.yaml. See workstream W-25.","2","0.25","Medium","W-25","Sprint 29"
"F-CC-R06","[F-CC-R06] RLM doesn't track per-step elapsed time in context; only totals","SubQueryStep.elapsed_s captured but not aggregated for slow-step diagnosis. Add per-step Prometheus histogram. See workstream W-11.","1","0.12","Medium","W-11","Sprint 27"
"F-CC-R07","[F-CC-R07] Planner can return >6 sub-queries despite max_steps prompt instruction","LLM occasionally returns 7-8 steps. Validate and truncate. See workstream W-09.","1","0.12","Medium","W-09","Sprint 26"
"F-CC-R08","[F-CC-R08] Sub-query alpha values not validated against [0,1] range","LLM occasionally returns alpha=1.5 or negative. Clamp to [0,1]. See workstream W-09.","0.5","0.06","Medium","W-09","Sprint 26"
"F-CC-R09","[F-CC-R09] RLM elapsed_s tracking uses time.time() not time.monotonic()","Wall-clock changes (NTP) cause negative durations. Use monotonic. See workstream W-25.","0.5","0.06","Low","W-25","Sprint 29"
"F-CC-R10","[F-CC-R10] Sub-query trace not persisted to PostgreSQL for analysis","Per-step trace lost at session_end. Persist to response_archive for productivity analytics. See workstream W-11.","2","0.25","Medium","W-11","Sprint 27"
"F-CC-R11","[F-CC-R11] Planning prompt for adhoc task_type missing","When task_type=='adhoc', no specific planning prompt; fallback to generic. Add. See workstream W-25.","1","0.12","Low","W-25","Sprint 29"
"F-CC-C01","[F-CC-C01] ContextBuilder slot budget mutation in earlier code (already fixed)","Confirmed fixed via copy.deepcopy. Verification only. See workstream W-25.","0.1","0.01","Low","W-25","Sprint 29"
